Season,Team,Conf_per_game,Class_per_game,Pos_per_game,G_per_game,GS_per_game,MP_per_game,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards_per_game,PlayerName_per_game,CollegeID_per_game,Conf_adv,Class_adv,Pos_adv,G_adv,GS_adv,MP_adv,PER,TS%,3PAr,FTr,PProd,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/40,OBPM,DBPM,BPM,Awards_adv,PlayerName_adv,CollegeID_adv,PlayerName,CollegeID
2017-18,Georgia Tech,ACC,FR,G,25,25,35.0,4.0,8.8,0.448,1.6,4.3,0.37,2.4,4.5,0.522,0.538,2.6,3.2,0.802,0.6,3.1,3.7,3.1,1.7,0.1,2.4,2.4,12.1,,Jose Alvarado,jose-alvarado-1,ACC,FR,G,25,25,874,15.5,0.584,0.489,0.367,292,2.0,10.6,6.3,18.6,3.0,0.2,18.5,18.9,1.3,1.1,2.4,0.11,1.2,2.1,3.3,,Jose Alvarado,jose-alvarado-1,Jose Alvarado,jose-alvarado-1
2018-19,Georgia Tech,ACC,SO,G,31,30,34.2,4.3,10.9,0.392,1.4,5.0,0.286,2.8,5.9,0.481,0.457,2.5,3.4,0.743,0.7,3.2,3.9,3.4,1.8,0.1,2.1,2.5,12.5,,Jose Alvarado,jose-alvarado-1,ACC,SO,G,31,30,1060,14.7,0.499,0.457,0.312,392,2.4,10.2,6.6,21.4,3.1,0.3,14.2,22.3,1.0,1.8,2.8,0.105,0.9,2.6,3.5,,Jose Alvarado,jose-alvarado-1,Jose Alvarado,jose-alvarado-1
2019-20,Georgia Tech,ACC,JR,G,24,23,33.5,5.0,11.2,0.444,1.8,5.2,0.336,3.2,6.0,0.538,0.522,2.7,3.4,0.793,0.4,3.0,3.4,4.0,2.2,0.1,2.7,2.9,14.4,,Jose Alvarado,jose-alvarado-1,ACC,JR,G,24,23,803,18.6,0.562,0.466,0.306,340,1.4,9.8,5.8,25.1,3.7,0.3,17.3,23.0,1.6,1.6,3.2,0.158,3.2,4.0,7.3,,Jose Alvarado,jose-alvarado-1,Jose Alvarado,jose-alvarado-1
2020-21,Georgia Tech,ACC,SR,G,26,26,37.1,5.4,10.8,0.504,1.8,4.5,0.39,3.7,6.2,0.586,0.586,2.6,3.1,0.838,0.7,2.7,3.5,4.1,2.8,0.0,2.0,2.3,15.2,,Jose Alvarado,jose-alvarado-1,ACC,SR,G,26,26,965,22.2,0.621,0.421,0.286,394,2.5,9.4,5.9,20.7,4.5,0.1,14.3,20.4,2.9,1.4,4.3,0.179,4.7,3.4,8.1,,Jose Alvarado,jose-alvarado-1,Jose Alvarado,jose-alvarado-1
2010-11,Brigham Young,MWC,JR,F,31,1,7.7,0.5,1.4,0.326,0.0,0.0,0.5,1.4,0.326,0.326,0.2,0.8,0.269,0.5,0.8,1.3,0.2,0.2,0.6,0.2,1.8,1.1,,James Anderson,james-anderson-1,MWC,JR,F,31,1,238,5.1,0.316,0.0,0.605,43.0,7.5,11.2,9.4,4.0,1.2,7.5,11.2,12.7,-0.1,0.4,0.3,0.051,-6.0,2.9,-3.1,,James Anderson,james-anderson-1,James Anderson,james-anderson-1
2012-13,Virginia,ACC,FR,G,35,17,24.0,2.5,6.1,0.42,0.6,1.9,0.303,2.0,4.2,0.473,0.467,1.9,2.5,0.764,0.9,2.4,3.3,2.3,0.9,1.2,1.2,1.4,7.6,,Justin Anderson,justin-anderson-1,ACC,FR,G,35,17,841,19.4,0.523,0.311,0.42,285,5.1,13.4,9.2,20.2,2.3,6.0,14.5,20.3,1.7,1.9,3.6,0.17,3.1,4.3,7.4,,Justin Anderson,justin-anderson-1,Justin Anderson,justin-anderson-1
2013-14,Virginia,ACC,SO,G,37,5,21.6,2.6,6.4,0.407,0.8,2.8,0.294,1.8,3.6,0.493,0.47,1.8,2.6,0.716,0.7,2.5,3.2,1.5,0.4,0.8,1.4,1.6,7.8,,Justin Anderson,justin-anderson-1,ACC,SO,G,37,5,799,15.6,0.516,0.432,0.403,279,4.2,14.1,9.3,14.8,1.1,4.2,15.4,23.5,1.0,1.9,2.8,0.141,2.3,4.0,6.3,,Justin Anderson,justin-anderson-1,Justin Anderson,justin-anderson-1
2014-15,Virginia,ACC,JR,G,26,22,27.8,4.0,8.5,0.466,1.8,4.0,0.452,2.2,4.5,0.479,0.572,2.5,3.2,0.78,0.7,3.4,4.0,1.7,0.7,0.5,1.2,1.2,12.2,NABC-AA-3,Justin Anderson,justin-anderson-1,ACC,JR,G,26,22,724,23.8,0.61,0.471,0.371,283,3.1,14.4,9.0,14.0,1.6,2.5,10.7,23.3,2.5,1.8,4.4,0.241,7.9,4.8,12.7,NABC-AA-3,Justin Anderson,justin-anderson-1,Justin Anderson,justin-anderson-1
2016-17,UCLA,Pac-12,FR,F,29,0,13.0,2.0,3.5,0.564,0.0,0.0,2.0,3.5,0.564,0.564,0.8,1.5,0.535,1.4,2.6,4.0,0.2,0.2,1.2,0.8,2.5,4.7,,Ike Anigbogu,ike-anigbogu-1,Pac-12,FR,F,29,0,377,17.1,0.564,0.0,0.426,139,13.2,19.9,16.9,2.3,0.7,8.8,16.5,18.4,0.6,0.7,1.3,0.133,-1.5,2.4,0.9,,Ike Anigbogu,ike-anigbogu-1,Ike Anigbogu,ike-anigbogu-1
2017-18,Dayton,A-10,FR,F,29,6,15.1,2.0,3.5,0.574,0.1,0.5,0.133,1.9,3.0,0.651,0.584,1.1,2.2,0.516,0.8,2.0,2.9,0.4,0.2,1.1,1.3,2.3,5.2,,Kostas Antetokounmpo,kostas-antetokounmpo-1,A-10,FR,F,29,6,438,13.7,0.575,0.149,0.634,142,7.3,16.9,12.3,5.9,1.0,8.3,22.9,20.9,0.2,0.5,0.7,0.062,-3.3,1.2,-2.1,,Kostas Antetokounmpo,kostas-antetokounmpo-1,Kostas Antetokounmpo,kostas-antetokounmpo-1
2019-20,North Carolina,ACC,FR,G,22,20,34.9,6.0,15.7,0.38,2.2,6.4,0.348,3.7,9.3,0.402,0.451,4.4,5.8,0.75,0.5,5.2,5.7,4.0,1.3,0.3,3.5,2.9,18.5,,Cole Anthony,cole-anthony-1,ACC,FR,G,22,20,768,17.5,0.501,0.409,0.371,383,1.4,16.4,8.7,24.1,2.1,0.9,15.9,30.0,1.2,0.9,2.1,0.108,3.3,1.8,5.1,,Cole Anthony,cole-anthony-1,Cole Anthony,cole-anthony-1
2015-16,Indiana,Big Ten,FR,F,34,0,13.7,1.9,3.4,0.569,0.4,0.9,0.448,1.6,2.6,0.609,0.625,0.6,1.2,0.476,1.2,1.4,2.6,0.5,0.8,0.8,0.8,1.5,4.9,,OG Anunoby,og-anunoby-1,Big Ten,FR,F,34,0,466,20.1,0.607,0.25,0.362,162,11.3,11.8,11.6,6.6,3.4,5.6,17.1,17.4,1.0,0.9,1.9,0.159,3.8,4.2,8.0,,OG Anunoby,og-anunoby-1,OG Anunoby,og-anunoby-1
2016-17,Indiana,Big Ten,SO,F,16,10,25.1,4.3,7.6,0.557,0.9,2.8,0.311,3.4,4.8,0.701,0.615,1.7,3.0,0.563,1.8,3.7,5.4,1.4,1.3,1.3,1.6,2.1,11.1,,OG Anunoby,og-anunoby-1,Big Ten,SO,F,16,10,402,23.8,0.611,0.369,0.393,167,8.5,16.1,12.5,11.0,3.0,5.5,15.2,20.8,1.1,0.7,1.7,0.172,5.4,3.5,8.9,,OG Anunoby,og-anunoby-1,OG Anunoby,og-anunoby-1
2010-11,Michigan State,Big Ten,FR,G,34,18,22.9,2.1,4.9,0.436,1.1,2.8,0.411,1.0,2.1,0.471,0.555,1.0,1.1,0.895,0.6,2.3,2.8,1.3,0.6,0.5,1.6,2.2,6.4,,Keith Appling,keith-appling-1,Big Ten,FR,G,34,18,780,11.8,0.593,0.576,0.23,200,2.8,11.3,7.1,11.5,1.6,2.2,22.5,15.5,0.8,0.9,1.7,0.087,0.4,2.8,3.2,,Keith Appling,keith-appling-1,Keith Appling,keith-appling-1
2011-12,Michigan State,Big Ten,SO,G,37,37,30.8,3.5,8.3,0.427,0.6,2.6,0.25,2.9,5.7,0.507,0.466,3.6,4.6,0.788,0.5,2.4,2.9,3.9,1.2,0.4,2.3,2.4,11.4,,Keith Appling,keith-appling-1,Big Ten,SO,G,37,37,1139,17.2,0.542,0.313,0.554,440,1.9,9.4,5.7,23.8,2.3,1.5,18.0,21.6,2.5,2.0,4.6,0.161,2.2,3.5,5.7,,Keith Appling,keith-appling-1,Keith Appling,keith-appling-1
2012-13,Michigan State,Big Ten,JR,G,36,36,33.6,4.3,10.4,0.415,1.1,3.6,0.32,3.2,6.9,0.464,0.469,3.6,4.8,0.749,0.4,3.0,3.4,3.3,1.3,0.6,2.3,2.3,13.4,,Keith Appling,keith-appling-1,Big Ten,JR,G,36,36,1208,17.6,0.526,0.34,0.455,473,1.4,11.1,6.3,20.5,2.4,1.9,15.5,23.5,2.5,2.1,4.7,0.154,2.8,3.1,6.0,,Keith Appling,keith-appling-1,Keith Appling,keith-appling-1
2013-14,Michigan State,Big Ten,SR,G,35,32,31.5,3.8,8.3,0.452,1.0,2.7,0.362,2.8,5.7,0.495,0.51,2.7,4.0,0.66,0.4,2.7,3.0,4.5,1.2,0.4,2.1,2.7,11.2,,Keith Appling,keith-appling-1,Big Ten,SR,G,35,32,1102,16.0,0.545,0.322,0.483,419,1.5,9.5,5.7,25.9,2.3,1.5,17.1,20.5,2.1,1.7,3.7,0.135,2.0,2.9,4.9,,Keith Appling,keith-appling-1,Keith Appling,keith-appling-1
2012-13,Villanova,Big East,FR,G,34,34,34.0,3.1,9.1,0.343,2.1,6.4,0.327,1.0,2.7,0.38,0.458,3.6,4.4,0.824,0.2,1.9,2.1,3.5,1.1,0.0,2.8,2.5,11.9,,Ryan Arcidiacono,ryan-arcidiacono-1,Big East,FR,G,34,34,1156,12.4,0.534,0.702,0.479,406,0.8,7.1,3.8,23.6,2.0,0.0,20.2,21.0,1.6,1.3,2.9,0.101,1.3,0.9,2.2,,Ryan Arcidiacono,ryan-arcidiacono-1,Ryan Arcidiacono,ryan-arcidiacono-1
2013-14,Villanova,Big East,SO,G,34,33,31.1,3.1,8.0,0.395,1.7,5.0,0.345,1.4,2.9,0.48,0.504,1.9,2.7,0.703,0.3,2.1,2.4,3.5,1.1,0.0,1.4,2.1,9.9,,Ryan Arcidiacono,ryan-arcidiacono-1,Big East,SO,G,34,33,1059,13.5,0.536,0.631,0.336,348,1.2,7.5,4.5,21.1,2.1,0.1,13.3,17.4,1.9,1.6,3.5,0.134,1.7,2.8,4.5,,Ryan Arcidiacono,ryan-arcidiacono-1,Ryan Arcidiacono,ryan-arcidiacono-1
2014-15,Villanova,Big East,JR,G,36,36,30.4,3.0,7.7,0.394,1.5,4.1,0.372,1.5,3.6,0.419,0.493,2.5,3.1,0.813,0.3,1.4,1.7,3.6,1.1,0.1,1.3,1.8,10.1,,Ryan Arcidiacono,ryan-arcidiacono-1,Big East,JR,G,36,36,1095,15.8,0.551,0.534,0.404,382,1.2,5.5,3.4,22.1,2.2,0.2,12.7,18.4,2.8,1.7,4.5,0.165,3.1,2.5,5.5,,Ryan Arcidiacono,ryan-arcidiacono-1,Ryan Arcidiacono,ryan-arcidiacono-1
2015-16,Villanova,Big East,SR,G,40,39,32.1,4.1,9.3,0.445,1.9,4.8,0.394,2.2,4.5,0.5,0.547,2.3,2.8,0.836,0.4,2.6,2.9,4.2,1.4,0.0,1.5,1.5,12.5,,Ryan Arcidiacono,ryan-arcidiacono-1,Big East,SR,G,40,39,1282,19.2,0.588,0.52,0.296,519,1.5,8.8,5.4,24.1,2.5,0.1,12.6,19.9,3.7,2.4,6.0,0.189,5.2,3.5,8.8,,Ryan Arcidiacono,ryan-arcidiacono-1,Ryan Arcidiacono,ryan-arcidiacono-1
2013-14,Pittsburgh,ACC,FR,F,36,0,15.4,1.6,3.5,0.46,0.2,0.8,0.296,1.4,2.8,0.505,0.492,1.4,2.0,0.708,1.1,1.9,2.9,0.6,0.2,0.3,0.8,1.5,4.9,,Jamel Artis,jamel-artis-1,ACC,FR,F,36,0,556,14.2,0.546,0.214,0.571,173,8.6,14.8,11.8,8.2,0.7,2.1,15.3,18.3,0.9,0.9,1.8,0.128,1.1,1.5,2.6,,Jamel Artis,jamel-artis-1,Jamel Artis,jamel-artis-1
2014-15,Pittsburgh,ACC,SO,F,34,34,31.8,4.7,10.0,0.469,1.1,2.9,0.394,3.6,7.1,0.5,0.526,3.1,3.9,0.795,2.0,4.1,6.0,2.3,0.7,0.4,1.8,1.9,13.6,,Jamel Artis,jamel-artis-1,ACC,SO,F,34,34,1082,21.8,0.575,0.29,0.387,434,7.4,16.5,11.8,15.5,1.5,1.6,12.9,23.5,3.1,0.9,4.1,0.151,6.1,0.7,6.8,,Jamel Artis,jamel-artis-1,Jamel Artis,jamel-artis-1
2015-16,Pittsburgh,ACC,JR,F,33,33,30.0,5.0,10.6,0.47,1.5,4.1,0.363,3.5,6.5,0.537,0.54,2.9,3.7,0.78,1.2,3.6,4.8,3.0,0.6,0.2,2.4,1.8,14.4,,Jamel Artis,jamel-artis-1,ACC,JR,F,33,33,991,19.6,0.58,0.385,0.35,448,4.9,13.9,9.4,20.0,1.2,0.9,16.3,25.0,2.5,1.3,3.8,0.152,5.5,1.6,7.1,,Jamel Artis,jamel-artis-1,Jamel Artis,jamel-artis-1
2016-17,Pittsburgh,ACC,SR,F,32,31,34.3,6.1,12.9,0.475,2.3,5.9,0.392,3.8,7.0,0.545,0.564,3.6,4.9,0.734,1.3,3.6,4.9,3.3,0.4,0.3,2.6,1.9,18.2,,Jamel Artis,jamel-artis-1,ACC,SR,F,32,31,1097,21.2,0.596,0.458,0.383,551,4.4,11.8,8.2,22.8,0.7,0.8,14.5,27.2,3.2,0.4,3.6,0.13,6.4,-0.5,5.9,,Jamel Artis,jamel-artis-1,Jamel Artis,jamel-artis-1
2018-19,Gonzaga,WCC,FR,G,23,0,5.6,0.7,1.4,0.531,0.1,0.5,0.273,0.6,0.9,0.667,0.578,0.1,0.3,0.286,0.3,1.1,1.4,0.5,0.3,0.0,0.1,0.5,1.7,,Joel Ayayi,joel-ayayi-1,WCC,FR,G,23,0,128,18.3,0.552,0.344,0.219,42,5.9,20.4,14.0,14.2,2.6,0.0,5.4,14.3,0.3,0.3,0.7,0.205,1.5,4.8,6.4,,Joel Ayayi,joel-ayayi-1,Joel Ayayi,joel-ayayi-1
2019-20,Gonzaga,WCC,SO,G,33,23,29.3,3.9,8.1,0.483,1.2,3.6,0.345,2.7,4.5,0.595,0.56,1.6,1.9,0.825,1.5,4.8,6.3,3.2,1.3,0.2,1.5,2.2,10.6,,Joel Ayayi,joel-ayayi-1,WCC,SO,G,33,23,968,20.0,0.591,0.446,0.236,379,6.0,17.8,12.2,16.7,2.4,0.8,14.7,17.1,2.9,2.0,4.8,0.199,4.7,3.0,7.6,,Joel Ayayi,joel-ayayi-1,Joel Ayayi,joel-ayayi-1
2020-21,Gonzaga,WCC,JR,G,32,31,31.3,4.7,8.1,0.575,1.2,3.0,0.389,3.5,5.1,0.683,0.647,1.6,2.0,0.781,1.6,5.3,6.9,2.7,1.1,0.2,1.4,1.8,12.0,,Joel Ayayi,joel-ayayi-1,WCC,JR,G,32,31,1000,20.6,0.665,0.367,0.247,394,6.6,18.5,13.1,12.6,1.8,0.6,13.7,16.1,3.4,2.0,5.3,0.213,6.5,3.1,9.6,,Joel Ayayi,joel-ayayi-1,Joel Ayayi,joel-ayayi-1
2017-18,Arizona,Pac-12,FR,F,35,35,33.5,7.9,12.9,0.612,0.3,1.0,0.343,7.5,11.9,0.635,0.625,4.0,5.5,0.733,3.4,8.2,11.6,1.6,0.6,1.9,2.0,2.3,20.1,"AA-1,AP-AA-1,NABC-AA-1,SN-AA-1,USBWA-AA-1,W-AA-1",Deandre Ayton,deandre-ayton-1,Pac-12,FR,F,35,35,1172,32.6,0.65,0.078,0.424,666,13.5,28.2,21.4,10.2,1.0,6.1,11.3,26.6,5.5,2.1,7.6,0.259,8.6,2.4,11.0,"AA-1,AP-AA-1,NABC-AA-1,SN-AA-1,USBWA-AA-1,W-AA-1",Deandre Ayton,deandre-ayton-1,Deandre Ayton,deandre-ayton-1
2016-17,Kansas,Big 12,FR,C,11,6,12.9,2.0,3.2,0.629,0.0,0.0,2.0,3.2,0.629,0.629,1.0,2.6,0.379,1.2,3.2,4.4,0.2,0.2,1.6,1.4,2.8,5.0,,Udoka Azubuike,udoka-azubuike-1,Big 12,FR,C,11,6,142,17.5,0.564,0.0,0.829,51,10.6,26.3,18.7,2.4,0.8,12.7,23.5,21.6,0.0,0.3,0.4,0.107,-3.9,4.0,0.1,,Udoka Azubuike,udoka-azubuike-1,Udoka Azubuike,udoka-azubuike-1
2017-18,Kansas,Big 12,SO,C,36,34,23.6,5.9,7.6,0.77,0.0,0.0,5.9,7.6,0.77,0.77,1.3,3.0,0.413,2.4,4.6,7.0,0.7,0.6,1.7,1.8,3.0,13.0,,Udoka Azubuike,udoka-azubuike-1,Big 12,SO,C,36,34,848,28.9,0.717,0.0,0.398,401,12.4,20.7,16.9,5.7,1.3,7.5,16.2,23.0,2.8,1.6,4.4,0.208,5.3,3.7,8.9,,Udoka Azubuike,udoka-azubuike-1,Udoka Azubuike,udoka-azubuike-1
2018-19,Kansas,Big 12,JR,C,9,9,20.4,6.1,8.7,0.705,0.0,0.0,6.1,8.7,0.705,0.705,1.2,3.6,0.344,2.2,4.6,6.8,0.6,0.4,1.6,2.0,2.9,13.4,,Udoka Azubuike,udoka-azubuike-1,Big 12,JR,C,9,9,184,31.5,0.649,0.0,0.41,99,12.6,23.4,18.3,7.1,1.2,8.6,16.2,30.0,0.5,0.4,0.9,0.191,4.3,3.1,7.5,,Udoka Azubuike,udoka-azubuike-1,Udoka Azubuike,udoka-azubuike-1
2019-20,Kansas,Big 12,SR,C,31,30,27.7,5.8,7.8,0.748,0.0,0.0,5.8,7.8,0.748,0.748,2.1,4.7,0.441,3.5,7.0,10.5,0.9,0.5,2.6,2.5,2.4,13.7,"AA-2,AP-AA-2,NABC-AA-1,SN-AA-2,USBWA-AA-1,W-AA-1",Udoka Azubuike,udoka-azubuike-1,Big 12,SR,C,31,30,859,31.3,0.685,0.0,0.599,397,15.3,26.9,21.5,7.1,1.0,10.9,19.6,22.9,2.9,2.6,5.5,0.254,7.2,5.2,12.4,"AA-2,AP-AA-2,NABC-AA-1,SN-AA-2,USBWA-AA-1,W-AA-1",Udoka Azubuike,udoka-azubuike-1,Udoka Azubuike,udoka-azubuike-1
2010-11,Did not play - transfer,Did not play - transfer,Did not play - transfer,Did not play - transfer,Did not play - transfer,Did not play - transfer,Did not play - transfer,Did not play - transfer,Did not play - transfer,Did not play - transfer,Did not play - transfer,Did not play - transfer,Did not play - transfer,Did not play - transfer,Did not play - transfer,Did not play - transfer,Did not play - transfer,Did not play - transfer,Did not play - transfer,Did not play - transfer,Did not play - transfer,Did not play - transfer,Did not play - transfer,Did not play - transfer,Did not play - transfer,Did not play - transfer,Did not play - transfer,Did not play - transfer,Did not play - transfer,Did not play - transfer,Chris Babb,chris-babb-1,Did not play - transfer,Did not play - transfer,Did not play - transfer,Did not play - transfer,Did not play - transfer,Did not play - transfer,Did not play - transfer,Did not play - transfer,Did not play - transfer,Did not play - transfer,Did not play - transfer,Did not play - transfer,Did not play - transfer,Did not play - transfer,Did not play - transfer,Did not play - transfer,Did not play - transfer,Did not play - transfer,Did not play - transfer,Did not play - transfer,Did not play - transfer,Did not play - transfer,Did not play - transfer,Did not play - transfer,Did not play - transfer,Did not play - transfer,Did not play - transfer,Chris Babb,chris-babb-1,Chris Babb,chris-babb-1
2011-12,Iowa State,Big 12,JR,G,34,34,33.1,2.6,7.1,.362,1.9,5.7,.328,0.7,1.4,.500,.494,0.7,1.1,.667,1.0,3.1,4.1,1.6,1.0,0.1,0.7,1.2,7.8,,Chris Babb,chris-babb-1,Big 12,JR,G,34,34,1126,11.9,.507,.802,.148,261,3.7,11.5,7.5,9.0,1.8,0.4,8.8,13.0,1.6,1.2,2.8,.100,2.2,2.1,4.3,,Chris Babb,chris-babb-1,Chris Babb,chris-babb-1
2012-13,Iowa State,Big 12,SR,G,33,33,32.7,2.9,7.2,.409,2.0,5.2,.382,1.0,2.0,.478,.546,1.2,1.7,.745,0.6,2.8,3.4,2.2,1.1,0.2,0.9,1.6,9.1,,Chris Babb,chris-babb-1,Big 12,SR,G,33,33,1080,13.7,.570,.717,.232,290,2.0,10.3,6.1,11.7,1.9,0.8,10.5,13.3,2.2,1.0,3.2,.120,3.1,2.3,5.4,,Chris Babb,chris-babb-1,Chris Babb,chris-babb-1
2015-16,Florida State,ACC,FR,G,34,32,28.8,5.8,13.0,0.447,0.9,3.4,0.281,4.9,9.6,0.505,0.483,3.2,4.5,0.714,1.4,4.4,5.8,1.5,1.0,0.0,2.2,2.1,15.8,,Dwayne Bacon,dwayne-bacon-1,ACC,FR,G,34,32,979,19.0,0.521,0.259,0.349,496,5.4,17.4,11.5,10.4,1.9,0.1,12.6,28.8,1.7,1.2,2.9,0.119,2.4,0.3,2.7,,Dwayne Bacon,dwayne-bacon-1,Dwayne Bacon,dwayne-bacon-1
2016-17,Florida State,ACC,SO,G,35,35,28.8,6.3,14.0,0.452,1.6,4.9,0.333,4.7,9.1,0.516,0.51,3.0,3.9,0.754,1.0,3.2,4.2,1.7,1.0,0.1,2.0,1.6,17.2,,Dwayne Bacon,dwayne-bacon-1,ACC,SO,G,35,35,1008,20.8,0.544,0.35,0.282,544,4.0,12.0,8.1,11.6,1.9,0.4,11.4,29.4,2.5,1.3,3.8,0.151,4.6,1.0,5.5,,Dwayne Bacon,dwayne-bacon-1,Dwayne Bacon,dwayne-bacon-1
2020-21,Arizona State,Pac-12,FR,F,12,11,29.2,3.4,8.8,0.387,2.1,6.0,0.347,1.3,2.8,0.471,0.505,1.9,2.7,0.719,1.5,4.7,6.2,1.2,0.8,0.4,1.3,2.8,10.8,,Marcus Bagley,marcus-bagley-1,Pac-12,FR,F,12,11,350,14.9,0.536,0.679,0.302,127,5.6,18.8,11.9,7.5,1.4,1.6,11.7,19.5,0.5,0.3,0.8,0.095,3.1,0.6,3.7,,Marcus Bagley,marcus-bagley-1,Marcus Bagley,marcus-bagley-1
2021-22,Arizona State,Pac-12,SO,F,3,3,22.7,3.3,8.7,0.385,1.7,4.3,0.385,1.7,4.3,0.385,0.481,1.7,2.3,0.714,1.3,2.7,4.0,1.3,0.3,0.0,2.0,1.0,10.0,,Marcus Bagley,marcus-bagley-1,Pac-12,SO,F,3,3,68,14.0,0.512,0.5,0.269,29,6.3,12.8,9.5,12.6,0.9,0.0,17.0,26.9,0.0,0.1,0.1,0.075,1.7,-0.1,1.6,,Marcus Bagley,marcus-bagley-1,Marcus Bagley,marcus-bagley-1
2022-23,Arizona State,Pac-12,SO,F,2,2,28.5,3.5,11.0,0.318,1.5,4.5,0.333,2.0,6.5,0.308,0.386,4.0,6.5,0.615,1.0,3.0,4.0,1.5,0.0,0.5,2.5,0.0,12.5,,Marcus Bagley,marcus-bagley-1,Pac-12,SO,F,2,2,57,9.8,0.444,0.409,0.591,24,3.8,11.4,7.6,10.5,0.0,2.0,15.1,29.1,0.0,0.1,0.0,0.027,-0.5,-1.5,-2.0,,Marcus Bagley,marcus-bagley-1,Marcus Bagley,marcus-bagley-1
2022-23,UCLA,Pac-12,FR,G,30,28,26.9,4.5,9.1,0.495,0.7,1.8,0.389,3.8,7.3,0.521,0.533,1.5,2.1,0.698,0.8,3.0,3.8,2.2,1.1,0.3,2.4,1.7,11.2,,Amari Bailey,amari-bailey-1,Pac-12,FR,G,30,28,808,16.4,0.553,0.198,0.231,316,3.6,13.2,8.3,15.2,2.5,1.4,19.4,23.7,0.9,1.9,2.7,0.136,1.7,3.3,5.0,,Amari Bailey,amari-bailey-1,Amari Bailey,amari-bailey-1
2010-11,New Mexico,MWC,FR,F,31,1,9.7,1.1,1.8,0.6,0.0,0.1,0.5,1.0,1.7,0.604,0.609,0.4,0.7,0.591,0.8,1.0,1.8,0.2,0.2,0.3,0.5,1.5,2.6,,Cameron Bairstow,cameron-bairstow-1,MWC,FR,F,31,1,301,13.4,0.611,0.036,0.4,77,10.2,11.5,10.9,4.6,1.2,3.0,17.6,13.5,0.5,0.4,0.9,0.124,-1.2,1.5,0.3,,Cameron Bairstow,cameron-bairstow-1,Cameron Bairstow,cameron-bairstow-1
2011-12,New Mexico,MWC,SO,F,34,1,15.4,1.2,2.6,0.444,0.0,0.0,0.0,1.2,2.6,0.449,0.444,1.3,2.1,0.634,1.7,1.9,3.6,0.3,0.4,0.6,0.9,2.4,3.7,,Cameron Bairstow,cameron-bairstow-1,MWC,SO,F,34,1,523,12.0,0.505,0.011,0.789,141,13.5,15.1,14.3,3.8,1.5,4.2,20.5,15.4,0.5,1.2,1.7,0.133,-3.0,2.6,-0.5,,Cameron Bairstow,cameron-bairstow-1,Cameron Bairstow,cameron-bairstow-1
2012-13,New Mexico,MWC,JR,F,35,19,24.1,3.1,6.8,0.456,0.0,0.0,,3.1,6.8,0.456,0.456,3.5,4.8,0.738,2.2,3.8,5.9,0.9,0.7,0.6,1.2,2.4,9.7,,Cameron Bairstow,cameron-bairstow-1,MWC,JR,F,35,19,844,20.3,0.537,0.0,0.709,340,11.1,19.5,15.3,8.8,1.8,3.0,12.0,23.0,2.2,1.6,3.8,0.181,2.2,2.2,4.4,,Cameron Bairstow,cameron-bairstow-1,Cameron Bairstow,cameron-bairstow-1
2013-14,New Mexico,MWC,SR,F,34,34,32.9,7.0,12.5,0.556,0.0,0.1,0.333,6.9,12.4,0.558,0.558,6.4,8.8,0.735,2.2,5.1,7.4,1.6,0.6,1.5,2.0,2.1,20.4,,Cameron Bairstow,cameron-bairstow-1,MWC,SR,F,34,34,1119,29.0,0.611,0.007,0.7,627,8.5,16.5,12.8,11.8,1.0,4.9,10.7,29.9,4.5,2.0,6.5,0.232,7.2,2.5,9.7,,Cameron Bairstow,cameron-bairstow-1,Cameron Bairstow,cameron-bairstow-1
2012-13,Wichita State,MVC,FR,G,18,15,26.1,2.5,6.3,0.398,1.7,4.7,0.357,0.8,1.6,0.517,0.531,2.1,2.5,0.822,1.2,2.0,3.2,1.8,0.8,0.3,1.3,2.2,8.7,,Ron Baker,ron-baker-1,MVC,FR,G,18,15,469,16.5,0.584,0.743,0.398,154,5.4,10.0,7.6,13.2,1.8,1.3,14.6,17.3,1.3,0.6,1.9,0.159,4.6,2.6,7.3,,Ron Baker,ron-baker-1,Ron Baker,ron-baker-1
2013-14,Wichita State,MVC,SO,G,36,36,29.9,4.1,8.9,0.456,1.9,5.0,0.38,2.2,3.9,0.553,0.563,3.1,3.7,0.842,0.8,3.1,3.8,3.1,1.4,0.6,1.7,1.8,13.1,,Ron Baker,ron-baker-1,MVC,SO,G,36,36,1075,22.9,0.616,0.559,0.416,458,3.0,11.4,7.4,21.5,2.9,2.5,13.7,21.7,3.6,2.6,6.1,0.228,5.5,4.1,9.5,,Ron Baker,ron-baker-1,Ron Baker,ron-baker-1
2014-15,Wichita State,MVC,JR,G,35,35,32.7,4.9,11.3,0.433,2.3,6.0,0.383,2.6,5.3,0.489,0.534,2.7,3.5,0.758,0.9,3.6,4.5,2.5,1.3,0.8,1.1,1.7,14.7,W-AA-1,Ron Baker,ron-baker-1,MVC,JR,G,35,35,1145,23.8,0.568,0.529,0.314,475,3.2,13.7,8.3,16.7,2.5,2.8,7.9,23.3,4.0,2.5,6.5,0.228,7.1,3.4,10.5,W-AA-1,Ron Baker,ron-baker-1,Ron Baker,ron-baker-1
